timestamp,PT1_bar,PT2_bar,LC1_g,LC2_g,LC_total_g,Flow1_gs,Flow2_gs
14:11:48.102996,9.29513679254055,9.396905263096096,2576.708242145079,2576.708242145079,2576.708242145079,190.26499182866996,126.83124887320136
14:11:48.169997,9.34143240007758,9.395069442123177,2590.6700422663976,2590.6700422663976,2590.6700422663976,191.2004881920286,131.89983245921928
14:11:48.236140,9.32491247716546,9.36753705921769,2564.133873848501,2564.133873848501,2564.133873848501,189.09964597494144,129.47536705120163
14:11:48.286699,9.316142702430486,9.378958232879638,2583.038655640415,2583.038655640415,2583.038655640415,189.86027408100145,126.92900504719198
14:11:48.348188,9.320221825122832,9.361826780617235,2533.781756322661,2533.781756322661,2533.781756322661,186.4859220405901,128.5174376192913
14:11:48.418228,9.260873888015746,9.36080715405941,2492.2432139148914,2492.2432139148914,2492.2432139148914,189.02681070719663,128.89750630650633
14:11:48.473133,9.301458600491284,9.361622732013464,2487.040344572112,2487.040344572112,2487.040344572112,184.87857599212157,132.90059900423913
14:11:48.535973,9.255979187369348,9.32491247716546,2486.520057637833,2486.520057637833,2486.520057637833,184.5163676363481,128.3877095144943
14:11:48.603241,9.26352528694272,9.372023662656543,2459.2032030235664,2459.2032030235664,2459.2032030235664,186.2827251145203,130.61285182054428
14:11:48.668900,9.228854285210373,9.283511570274827,2427.637082651078,2427.637082651078,2427.637082651078,185.12279832232076,127.99535874983974
14:11:48.735715,9.239663313060998,9.328787551254033,2384.450709156475,2384.450709156475,2384.450709156475,185.069666285559,131.5809671310876
14:11:48.785388,9.293913117378947,9.31695889684558,2356.7005378919303,2356.7005378919303,2356.7005378919303,184.6377841484073,132.76681638352048
14:11:48.852347,9.327563876092434,9.398332986861467,2369.621764144693,2369.621764144693,2369.621764144693,187.4447952762721,129.65471412203237
14:11:48.919090,9.25863058629632,9.32001777651906,2340.397190771407,2340.397190771407,2340.397190771407,183.21751253533856,126.8759868515987
14:11:48.987252,9.284939294040203,9.384056365668773,2297.7311042110814,2297.7311042110814,2297.7311042110814,187.0035110844892,126.9597117059564
14:11:49.036565,9.243742435753346,9.356319934159515,2288.7122857603563,2288.7122857603563,2288.7122857603563,186.4076315037341,130.10282322210597
14:11:49.102650,9.261893514573574,9.319202198565003,2281.7746150467447,2281.7746150467447,2281.7746150467447,184.4621608492399,126.82727413026768
14:11:49.169030,9.293709068775176,9.382832690507174,2256.886277715681,2256.886277715681,2256.886277715681,188.66198663303263,130.34178243909196
14:11:49.234275,9.269847094893455,9.390786887288094,2290.1861762791923,2290.1861762791923,2290.1861762791923,189.8427273056837,129.12351698662593
14:11:49.285899,9.213354605317116,9.296563899844884,2231.4771418604364,2231.4771418604364,2231.4771418604364,185.54389778617036,128.38322123895213
14:11:49.351738,9.27820938888192,9.345102809101345,2222.371353125711,2222.371353125711,2222.371353125711,181.28755084696556,130.29119692070347
14:11:49.419292,9.271682915866377,9.313287871360778,2203.726970595891,2203.726970595891,2203.726970595891,189.2431295805117,128.3259953849091
14:11:49.485163,9.276781665116548,9.332458576738834,2208.583493572391,2208.583493572391,2208.583493572391,188.5463652712816,125.1405280849522
14:11:49.547386,9.291057669848204,9.362234261363744,2120.129598846072,2120.129598846072,2120.129598846072,186.26267714734615,127.09283323246554
14:11:49.602418,9.282900040924549,9.324708428561689,2102.6122488789,2102.6122488789,2102.6122488789,185.0253181871239,126.11470230966025
14:11:49.669317,9.285754871994255,9.355912453413008,2051.880947452407,2051.880947452407,2051.880947452407,190.98507713508,126.25697123988574
14:11:49.735586,9.307576976299286,9.403635168254375,2096.9755512959355,2096.9755512959355,2096.9755512959355,187.98056408849385,129.4243499783536
14:11:49.786305,9.271682915866377,9.353668535232543,2020.3148270799184,2020.3148270799184,2020.3148270799184,187.56257218026084,128.9826839449306
14:11:49.852982,9.281472317159176,9.380589388787746,2019.88151042964,2019.88151042964,2019.88151042964,188.1813454771944,127.671000094183
14:11:49.920101,9.27086733791232,9.390786887288094,1996.727462879504,1996.727462879504,1996.727462879504,185.92271194876977,127.71417696155444
14:11:49.985028,9.282695992320775,9.333886300504208,1960.391789814514,1960.391789814514,1960.391789814514,186.23463856060613,129.5854073432047
14:11:50.036009,9.30186669769883,9.35958347889781,1936.8908843081915,1936.8908843081915,1936.8908843081915,187.11464332342004,130.88632515762424
14:11:50.102355,9.275149892747402,9.35774765792489,1911.2213491908533,1911.2213491908533,1911.2213491908533,188.91102705469652,128.070555837959
14:11:50.169166,9.243334338545798,9.319609679311514,1901.5088148277591,1901.5088148277591,1901.5088148277591,187.91585925673132,128.2745347060432
14:11:50.234000,9.303498470067977,9.406898712992668,1927.2648086391905,1927.2648086391905,1927.2648086391905,188.80187050650764,130.50850372659403
14:11:50.285589,9.258018440485,9.392214611053468,1881.737399735288,1881.737399735288,1881.737399735288,182.2897541906616,128.97046500172078
14:11:50.353665,9.266992263823749,9.376102785348891,1880.9567135389184,1880.9567135389184,1880.9567135389184,183.9669083682148,126.31868226396575
