timestamp,PT1_bar,PT2_bar,LC1_kg,LC2_kg,LC_total_kg,Flow1_Lmin,Flow2_Lmin
14:53:03.476866,0.9908994094207881,1.0223070205301046,-18.608965147286654,-19.127261992543936,-37.73622713983059,0.5036783814430237,-1.4373447895050049
14:53:03.539628,0.9882480875514447,1.017208271279931,-18.609596118330956,-19.13010112941265,-37.73969724774361,0.500207781791687,-1.4468079805374146
14:53:03.614854,0.9906954378746449,1.0135372457951306,-18.609280586242676,-19.128681514412165,-37.73796210065484,0.4997345507144928,-1.489392876625061
14:53:03.675888,0.9921230845823883,1.0190437840223312,-18.611173406243324,-19.125369265675545,-37.73654267191887,0.5019431114196777,-1.4487006664276123
14:53:03.740141,0.991307275455445,1.0204715077877045,-18.61196205019951,-19.125684704631567,-37.737646754831076,0.4997345507144928,-1.4544575214385986
14:53:03.790195,0.9959980045557021,1.0192478326261043,-18.60833426937461,-19.127104226499796,-37.735438495874405,0.500207781791687,-1.3967313766479492
14:53:03.853907,0.9892678682245313,1.0188398895338178,-18.607387859374285,-19.129312485456467,-37.73670034483075,0.5021008253097534,-1.4409723281860352
14:53:03.927459,0.9908994094207881,1.0170043767914174,-18.612592928111553,-19.127419665455818,-37.74001259356737,0.4995768070220947,-1.4879734516143799
14:53:03.989503,0.9888599251322447,1.0214911343455313,-18.609438352286816,-19.125053733587265,-37.73449208587408,0.5001289248466492,-1.4487006664276123
14:53:04.054079,0.9894717627130448,1.0141490833759308,-18.609911557286978,-19.12615790963173,-37.73606946691871,0.5004444122314453,-1.4587948322296143
14:53:04.102597,0.9943664633594452,1.0233266470879316,-18.609280586242676,-19.12789287045598,-37.737173456698656,0.5021008253097534,-1.3901859521865845
14:53:04.177559,0.991919113036245,1.0233266470879316,-18.60880747437477,-19.126788787543774,-37.735596261918545,0.5001289248466492,-1.483872652053833
14:53:04.241828,0.9845771391242741,1.0145570264682173,-18.610542435199022,-19.126946553587914,-37.737488988786936,0.499813437461853,-1.46147620677948
14:53:04.304909,0.9974256512634455,1.018431946441531,-18.61211972311139,-19.127577431499958,-37.73969715461135,0.5031262636184692,-1.4507510662078857
14:53:04.367302,0.9904915433861314,1.015984596118331,-18.60849194228649,-19.12647334858775,-37.73496529087424,0.5013909339904785,-1.4420764446258545
14:53:04.427751,0.9933467597439884,1.0208792967647313,-18.609122913330793,-19.127419665455818,-37.73654257878661,0.4991035461425781,-1.4407356977462769
14:53:04.491759,0.9949783009402453,1.0125176192373035,-18.608018830418587,-19.127104226499796,-37.73512305691838,0.5001289248466492,-1.4481487274169922
14:53:04.568426,0.994162491813302,1.0188398895338178,-18.609280586242676,-19.125684704631567,-37.73496529087424,0.5001289248466492,-1.4904180765151978
