timestamp,PT1_bar,PT2_bar,LC1_N,LC2_N,Flow_Lmin
14:41:31.401947,1.103846835821867,-46.42853874218464,-48.29487323760986,-76.81015968322754,-8.192643165588379
14:41:31.452200,1.0922902462184427,-47.031417089223865,-51.43826484680176,-78.6192274093628,-8.355490684509277
14:41:31.479655,1.1208426666557787,-47.03481584441662,-51.504507064819336,-78.63736629486084,-8.352651596069336
14:41:31.541615,1.103167187526822,-47.0830724145174,-51.59046649932861,-78.76669883728027,-8.389243125915527
14:41:31.605370,1.1133644805401564,-47.08375052165985,-51.654343605041504,-78.93073081970215,-8.403595924377441
14:41:31.666504,1.103846835821867,-47.07763522815704,-51.74187660217285,-79.04034614562988,-8.404462814331055
14:41:31.728893,1.1208426666557787,-47.100066190481186,-51.706390380859375,-78.87710571289062,-8.400520324707031
14:41:31.791220,1.1065664564371107,-47.06812117946148,-52.01237201690674,-79.23986434936523,-8.4269380569458
14:41:31.852485,1.0922902462184427,-47.124531474232676,-51.661438941955566,-78.83688449859619,-8.357382774353027
14:41:31.913956,1.1120046702325344,-47.14084714305401,-51.557345390319824,-78.63973140716553,-8.350601196289062
14:41:31.977285,1.1235617735534906,-47.02869644117355,-51.48242473602295,-78.55298519134521,-8.342242240905762
14:41:32.039554,1.1140441288352012,-47.087831493735315,-51.55813217163086,-78.81243705749512,-8.365269660949707
14:41:32.102213,1.1133644805401564,-47.08511084568501,-51.60229682922363,-78.73515605926514,-8.365979194641113
14:41:32.165281,1.116763749450445,-47.06743896257878,-51.70560359954834,-79.08766269683838,-8.411402702331543
14:41:32.228428,1.1113250219374895,-47.131328984618186,-51.60860538482666,-78.90549182891846,-8.488370895385742
14:41:32.291158,1.0963691634237764,-47.11977650475502,-51.576271057128906,-78.68626117706299,-8.380331993103027
14:41:32.354149,1.1228821252584456,-47.10550337684155,-51.70323848724365,-78.78720283508301,-8.369921684265137
14:41:32.415343,1.1140441288352012,-47.100744297623635,-51.47927284240723,-78.49462985992432,-8.338377952575684
14:41:32.478482,1.1120046702325344,-47.01782206845284,-51.42801284790039,-78.54588985443115,-8.350207328796387
14:41:32.541086,1.118123046040535,-47.06743896257878,-51.70954704284668,-78.93309593200684,-8.394448280334473
14:41:32.603721,1.1133644805401564,-47.07083771777153,-51.565232276916504,-78.67600917816162,-8.368659973144531
14:41:32.665438,1.0922902462184427,-47.07967365932465,-51.81206226348877,-79.05848503112793,-8.405961990356445
14:41:32.729296,1.1235617735534906,-47.12385336709023,-51.85070514678955,-79.17598724365234,-8.430644989013672
14:41:32.793937,1.103846835821867,-47.06879928660393,-51.69692516326904,-78.97883415222168,-8.400520324707031
14:41:32.854126,1.1004480806291101,-47.124531474232676,-51.64566993713379,-78.74067306518555,-8.364007949829102
14:41:32.916295,1.102487539231777,-47.10210462164879,-51.51318073272705,-78.55377674102783,-8.336721420288086
14:41:32.979433,1.1140441288352012,-47.0239414716959,-51.53684139251709,-78.73515605926514,-8.369291305541992
14:41:33.042101,1.105206646129489,-47.09598521840572,-51.59835338592529,-78.72647762298584,-8.356752395629883
14:41:33.105088,1.1154039391428232,-47.04296956908703,-51.557345390319824,-78.78325939178467,-8.370000839233398
14:41:33.165115,1.116083587437868,-47.04025303077698,-51.5344762802124,-78.8234806060791,-8.378833770751953
14:41:33.227366,1.1126848322451113,-47.13676617097855,-51.59992694854736,-78.90233993530273,-8.376388549804688
14:41:33.290483,1.1235617735534906,-47.09734554243088,-51.61175727844238,-78.8455581665039,-8.372603416442871
14:41:33.353266,1.088211329013109,-47.093268680095676,-51.53841495513916,-78.66023540496826,-8.351232528686523
14:41:33.415395,1.102487539231777,-47.108219915151594,-51.53604984283447,-78.53484630584717,-8.327810287475586
14:41:33.478972,1.0922902462184427,-47.031417089223865,-51.43510818481445,-78.52695941925049,-8.337983131408691
14:41:33.543368,1.0984086220264433,-47.111618670344356,-51.63541793823242,-78.82426738739014,-8.38537883758545
14:41:33.605198,1.102487539231777,-47.076957121014594,-51.562862396240234,-78.91417026519775,-8.389558792114258
14:41:33.668613,1.103167187526822,-47.132011201500895,-51.661438941955566,-78.90707015991211,-8.4007568359375
14:41:33.730253,1.1120046702325344,-47.106181483983995,-51.689043045043945,-78.88262271881104,-8.383564949035645
14:41:33.792790,1.103846835821867,-47.06607863855362,-51.589674949645996,-78.70360851287842,-8.382224082946777
14:41:33.853091,1.1133644805401564,-47.113657101511954,-51.549458503723145,-78.83767127990723,-8.361562728881836
14:41:33.911777,1.090930435910821,-47.12385336709023,-51.589674949645996,-78.72253894805908,-8.373392105102539
14:41:33.976766,1.103167187526822,-47.03957081389427,-51.42170429229736,-78.53090286254883,-8.346895217895508
14:41:34.038532,1.1120046702325344,-47.08714927685261,-51.42959117889404,-78.6192274093628,-8.395630836486816
14:41:34.100668,1.1344387148618698,-47.07083771777153,-51.533684730529785,-78.7256908416748,-8.354859352111816
14:41:34.164521,1.1215223149508238,-47.06268399310112,-51.55576705932617,-78.69809150695801,-8.377256393432617
14:41:34.226928,1.1126848322451113,-47.124531474232676,-51.69219493865967,-78.94649982452393,-8.408563613891602
14:41:34.290227,1.102487539231777,-47.11773807358742,-51.62437438964844,-78.7895679473877,-8.365979194641113
14:41:34.353264,1.0929698945134878,-47.100066190481186,-51.52106761932373,-78.68310451507568,-8.351547241210938
14:41:34.416594,1.1120046702325344,-47.112296777486804,-51.58652305603027,-78.6949348449707,-8.352572441101074
14:41:34.478554,1.1079257530272006,-47.0239414716959,-51.496620178222656,-78.68153095245361,-8.375521659851074
14:41:34.542711,1.1011277289241552,-47.09123024892807,-51.60229682922363,-78.78720283508301,-8.37559986114502
14:41:34.607505,1.1276406907588243,-47.06064145219326,-51.80102348327637,-79.20674324035645,-8.432379722595215
14:41:34.671237,1.1154039391428232,-47.10346494567394,-51.67642593383789,-78.90076160430908,-8.391135215759277
14:41:34.779664,1.103167187526822,-47.04705054116249,-51.4642858505249,-78.6192274093628,-8.368502616882324
14:41:34.836775,1.1140441288352012,-47.082394307374955,-51.51948928833008,-78.63815784454346,-8.389636993408203
