timestamp,PT1_bar,PT2_bar,LC1_kg,LC2_kg,LC_total_kg,Flow1_kgs,Flow2_kgs
20:39:31.256484,1.0106821064949034,1.0376028059348463,3545.8274188643254,3545.8274188643254,3545.8274188643254,100000.0,100000.0
20:39:31.318409,1.0163925392106175,1.0365831793770193,3556.840926358069,3556.840926358069,3556.840926358069,100000.0,100000.0
20:39:31.381864,1.017820108860731,1.0418856690004468,3541.6646118001954,3541.6646118001954,3541.6646118001954,100000.0,100000.0
20:39:31.434784,1.00925445978716,1.0363791307732462,3555.6269235114205,3555.6269235114205,3555.6269235114205,100000.0,100000.0
20:39:31.509260,1.0257739974111317,1.0412738314196466,3557.1877843142533,3557.1877843142533,3557.1877843142533,100000.0,100000.0
20:39:31.570541,1.0125176192373035,1.0418856690004468,3544.0931290833983,3544.0931290833983,3544.0931290833983,100000.0,100000.0
20:39:31.633995,1.0137412943989037,1.0427014010697602,3554.6728083369567,3554.6728083369567,3554.6728083369567,100000.0,100000.0
20:39:31.697343,1.0125176192373035,1.0294450228959322,3548.689252797807,3548.689252797807,3548.689252797807,100000.0,100000.0
20:39:31.757227,1.012109676145017,1.034543618030846,3539.7568930411758,3539.7568930411758,3539.7568930411758,100000.0,100000.0
20:39:31.819196,1.0131294568181037,1.0298529659882187,3555.019666293143,3555.019666293143,3555.019666293143,100000.0,100000.0
20:39:31.881797,1.0125176192373035,1.038622586607933,3531.432302092728,3531.432302092728,3531.432302092728,100000.0,100000.0
20:39:31.943766,1.0131294568181037,1.0365831793770193,3556.840926358069,3556.840926358069,3556.840926358069,100000.0,100000.0
20:39:32.005017,1.0133333513066172,1.0302607549652456,3555.1066365771417,3555.1066365771417,3555.1066365771417,100000.0,100000.0
20:39:32.068068,1.018635995045304,1.0388264810964465,3541.491182822103,3541.491182822103,3541.491182822103,100000.0,100000.0
20:39:32.129593,1.0196556216031312,1.0361752362847327,3556.407098117884,3556.407098117884,3556.407098117884,100000.0,100000.0
20:39:32.192723,1.0155768071413038,1.0388264810964465,3542.6187269746574,3542.6187269746574,3542.6187269746574,100000.0,100000.0
20:39:32.256931,1.0145570264682173,1.0357672931924462,3545.3935906241404,3545.3935906241404,3545.3935906241404,100000.0,100000.0
20:39:32.318838,1.012109676145017,1.034543618030846,3554.7592670310505,3554.7592670310505,3554.7592670310505,100000.0,100000.0
20:39:32.381761,1.0153727585375307,1.0265897294804454,3543.399413171027,3543.399413171027,3543.399413171027,100000.0,100000.0
20:39:32.445216,1.0204715077877045,1.0435172872543335,3557.621100964532,3557.621100964532,3557.621100964532,100000.0,100000.0
20:39:32.505940,1.0155768071413038,1.0365831793770193,3554.2389800967717,3554.2389800967717,3554.2389800967717,100000.0,100000.0
20:39:32.568268,1.0176162143722176,1.0339317804500459,3540.7974669097316,3540.7974669097316,3540.7974669097316,100000.0,100000.0
20:39:32.630596,1.0137412943989037,1.0365831793770193,3554.1525214026797,3554.1525214026797,3554.1525214026797,100000.0,100000.0
20:39:32.692876,1.012109676145017,1.0347476666346191,3544.4399870395832,3544.4399870395832,3544.4399870395832,100000.0,100000.0
20:39:32.755283,1.0123136476911603,1.0384185380041597,3544.2665580614907,3544.2665580614907,3544.2665580614907,100000.0,100000.0
20:39:32.817635,1.0119057816565036,1.0339317804500459,3544.699874711769,3544.699874711769,3544.699874711769,100000.0,100000.0
20:39:32.880262,1.0061952718831597,1.0339317804500459,3544.180099367397,3544.180099367397,3544.180099367397,100000.0,100000.0
20:39:32.943253,1.0137412943989037,1.0337278859615324,3544.526445733677,3544.526445733677,3544.526445733677,100000.0,100000.0
20:39:33.006806,1.0135372457951306,1.0357672931924462,3554.2389800967717,3554.2389800967717,3554.2389800967717,100000.0,100000.0
20:39:33.068241,1.0153727585375307,1.0394383186772465,3539.0631771288045,3539.0631771288045,3539.0631771288045,100000.0,100000.0
20:39:33.131145,1.0135372457951306,1.04025405074656,3555.2800655552337,3555.2800655552337,3555.2800655552337,100000.0,100000.0
20:39:33.191544,1.0174123198837042,1.0357672931924462,3542.358839302471,3542.358839302471,3542.358839302471,100000.0,100000.0
20:39:33.252986,1.0174123198837042,1.0447409624159336,3542.5317566906588,3542.5317566906588,3542.5317566906588,100000.0,100000.0
20:39:33.316674,1.016800482302904,1.0323003163114188,3556.1472104456975,3556.1472104456975,3556.1472104456975,100000.0,100000.0
20:39:33.379453,1.0110899725295601,1.0451487513929605,3544.179587777492,3544.179587777492,3544.179587777492,100000.0,100000.0
