timestamp,PT1_bar,PT2_bar,LC1_kg,LC2_kg,LC_total_kg,Flow1_Lmin,Flow2_Lmin
15:07:31.125136,0.9949783009402453,1.0221029719263315,61.03844381868839,41.19910765439272,102.23755147308111,0.5021008253097534,-1.4263042211532593
15:07:31.187895,0.9900836002938448,1.024754216738045,61.09132897108793,41.225156746804714,102.31648571789265,0.5013909339904785,-1.4317456483840942
15:07:31.251240,0.9915112470015882,1.0210833453685044,61.088171787559986,41.22278653085232,102.3109583184123,0.5026530027389526,-1.4389219284057617
15:07:31.314324,0.9966098421365022,1.0267937780842185,61.021074652671814,41.177794337272644,102.19886898994446,0.5021008253097534,-1.4360829591751099
15:07:31.376446,0.9927349221631884,1.0210833453685044,61.09132897108793,41.2377854809165,102.32911445200443,0.5023374557495117,-1.4303261041641235
15:07:31.437452,0.994774329394102,1.024754216738045,60.96029654145241,41.16674419492483,102.12704073637724,0.503915011882782,-1.4270927906036377
15:07:31.499974,0.9955901385210454,1.0214911343455313,61.03133782744408,41.178581304848194,102.20991913229227,0.5032839775085449,-1.4337960481643677
15:07:31.562005,0.9927349221631884,1.017820108860731,61.088171787559986,41.20542202144861,102.2935938090086,0.5003655552864075,-1.4293798208236694
15:07:31.623887,0.9935506542325019,1.0151688640490173,61.03055085986853,41.19989462196827,102.2304454818368,0.5012332201004028,-1.4310358762741089
15:07:31.685654,0.9959980045557021,1.0227148095071315,61.08738016337156,41.255936957895756,102.34331712126732,0.5013909339904785,-1.4345057010650635
15:07:31.748652,0.9968138136826454,1.0237345901802182,61.07080727815628,41.23225808143616,102.30306535959244,0.49894577264785767,-1.4377390146255493
15:07:31.810625,0.9964059476479887,1.0276095101535319,61.011603102087975,41.192793287336826,102.2043963894248,0.5032839775085449,-1.4325342178344727
15:07:31.875093,1.0041558646522462,1.023530541576445,61.083436012268066,41.229892522096634,102.3133285343647,0.5018641948699951,-1.4420764446258545
15:07:31.935859,0.9980374888442456,1.0229188581109045,61.01870909333229,41.19515884667635,102.21386794000864,0.5024952292442322,-1.4326919317245483
15:07:31.999046,0.9978335172981023,1.026997672572732,61.03370804339647,41.21015779674053,102.243865840137,0.50257408618927,-1.4331650733947754
15:07:32.054796,0.9968138136826454,1.0227148095071315,61.072385869920254,41.23383667320013,102.30622254312038,0.5026530027389526,-1.40540611743927
15:07:32.117577,0.9966098421365022,1.0214911343455313,61.00844591856003,41.19121469557285,102.19966061413288,0.502179741859436,-1.4342691898345947
15:07:32.180708,1.0019124088175593,1.022510915018618,61.08422297984362,41.22673533856869,102.3109583184123,0.50257408618927,-1.433638334274292
15:07:32.243483,0.9994650584943592,1.0127215137258172,61.006867326796055,41.20857920497656,102.21544653177261,0.5019431114196777,-1.4352943897247314
15:07:32.307449,1.0002808676213024,1.0202674591839314,61.00292317569256,41.20147321373224,102.2043963894248,0.5021008253097534,-1.4388431310653687
15:07:32.370016,0.9964059476479887,1.0261819405034183,61.083436012268066,41.250414215028286,102.33385022729635,0.5037572383880615,-1.4377390146255493
15:07:32.439520,0.9974256512634455,1.0212872398570179,61.02818064391613,41.193580254912376,102.2217608988285,0.5009176731109619,-1.4684947729110718
15:07:32.500511,1.0002808676213024,1.0292411284074185,60.99503021687269,41.202264837920666,102.19729505479336,0.5021008253097534,-1.4393950700759888
15:07:32.559848,0.9931427881978451,1.0227148095071315,61.06685847043991,41.24172963202,102.30858810245991,0.5038361549377441,-1.4162100553512573
15:07:32.623740,0.9945704349055885,1.0202674591839314,61.01791746914387,41.16042982786894,102.1783472970128,0.5026530027389526,-1.4421552419662476
15:07:32.690087,0.994162491813302,1.0257739974111317,61.07159424573183,41.24409984797239,102.31569409370422,0.5038361549377441,-1.4519339799880981
15:07:32.743093,0.9917151414901018,1.0216951829493044,61.00371014326811,41.19121469557285,102.19492483884096,0.5019431114196777,-1.3955484628677368
15:07:32.816845,0.9970177852287887,1.024142379157245,60.99897436797619,41.203051805496216,102.2020261734724,0.502179741859436,-1.4744093418121338
15:07:32.878671,0.9925309506170451,1.0249582653418183,60.996608808636665,41.23699385672808,102.23360266536474,0.5038361549377441,-1.4326131343841553
15:07:32.930647,0.9984453548789023,1.0214911343455313,60.97845267504454,41.1485880613327,102.12704073637724,0.5069912075996399,-1.3914477825164795
15:07:32.992356,0.9931427881978451,1.016188644722104,61.072385869920254,41.23699385672808,102.30937972664833,0.5050981640815735,-1.421887993812561
15:07:33.064143,0.9976296228095888,1.014353131979704,61.067650094628334,41.24330822378397,102.3109583184123,0.5022585988044739,-1.4722801446914673
15:07:33.125069,0.9935506542325019,1.0200635646954177,61.006080359220505,41.20068624615669,102.2067666053772,0.5031262636184692,-1.4356098175048828
15:07:33.187690,1.0019124088175593,1.0237345901802182,61.06290966272354,41.24488681554794,102.30779647827148,0.5027318596839905,-1.4329285621643066
